id,timestamp,src_ip,dst_ip,method,url,attack_type,payload,is_successful,user_agent,notes
28,2025-11-11 01:14:56.530474,192.168.165.46,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,Mozilla/5.0,
29,2025-11-18 03:11:56.530479,192.168.232.143,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,SQLmap/1.5,
30,2025-11-11 16:25:56.530484,192.168.124.119,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,SQLmap/1.5,
31,2025-11-10 16:21:56.530490,192.168.81.27,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,SQLmap/1.5,
32,2025-11-27 18:18:56.530496,192.168.50.79,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,Mozilla/5.0,
33,2025-11-14 02:24:56.530501,192.168.126.200,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,Mozilla/5.0,
34,2025-11-16 02:42:56.530508,192.168.178.230,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,SQLmap/1.5,
35,2025-11-20 23:32:56.530515,192.168.110.168,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,curl/7.88,
36,2025-11-23 17:27:56.530520,192.168.170.112,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,curl/7.88,
37,2025-11-12 01:47:56.530525,192.168.243.40,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
38,2025-12-05 08:18:56.530531,192.168.159.75,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,curl/7.88,
39,2025-12-04 23:54:56.530536,192.168.211.34,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,SQLmap/1.5,
40,2025-11-12 10:34:56.530541,192.168.205.73,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,SQLmap/1.5,
41,2025-11-07 01:54:56.530546,192.168.188.201,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,SQLmap/1.5,
42,2025-11-09 07:37:56.530553,192.168.167.223,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,curl/7.88,
43,2025-12-05 08:12:56.530558,192.168.220.139,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,SQLmap/1.5,
44,2025-11-30 08:44:56.530563,192.168.223.117,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,Mozilla/5.0,
45,2025-11-22 16:00:56.530568,192.168.80.172,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,SQLmap/1.5,
46,2025-11-26 13:44:56.530574,192.168.52.97,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,Mozilla/5.0,
47,2025-11-28 04:37:56.530579,192.168.155.245,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,Mozilla/5.0,
48,2025-12-03 23:34:56.530584,192.168.192.128,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,SQLmap/1.5,
49,2025-12-02 03:05:56.530589,192.168.185.185,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,SQLmap/1.5,
50,2025-12-03 09:53:56.530594,192.168.222.118,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,curl/7.88,
51,2025-11-25 19:09:56.530600,192.168.87.173,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,curl/7.88,
52,2025-11-09 07:10:56.530606,192.168.194.181,192.168.1.20,GET,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,SQLmap/1.5,
53,2025-11-22 10:07:56.530612,192.168.168.205,192.168.1.20,GET,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,Mozilla/5.0,
54,2025-12-04 13:51:56.530618,192.168.240.71,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,Mozilla/5.0,
55,2025-11-26 03:56:56.530623,192.168.255.49,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,Mozilla/5.0,
56,2025-11-15 22:39:56.530629,192.168.209.34,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,Mozilla/5.0,
57,2025-11-23 21:13:56.530634,192.168.226.67,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,curl/7.88,
58,2025-11-28 07:31:56.530639,192.168.0.145,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,False,curl/7.88,
59,2025-11-08 21:46:56.530645,192.168.82.100,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,Mozilla/5.0,
60,2025-12-02 23:24:56.530650,192.168.210.225,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,Mozilla/5.0,
61,2025-12-04 07:22:56.530655,192.168.73.146,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,curl/7.88,
62,2025-11-27 16:11:56.530661,192.168.42.174,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,curl/7.88,
63,2025-11-18 11:48:56.530667,192.168.133.3,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
64,2025-11-26 06:05:56.530672,192.168.137.3,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
65,2025-11-07 16:25:56.530677,192.168.102.251,192.168.1.20,GET,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,False,Mozilla/5.0,
66,2025-11-26 14:46:56.530685,192.168.30.180,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,curl/7.88,
67,2025-12-11 03:16:56.530691,192.168.149.245,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,SQLmap/1.5,
68,2025-11-14 16:13:56.530697,192.168.35.236,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,SQLmap/1.5,
69,2025-11-30 00:15:56.530702,192.168.46.186,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,SQLmap/1.5,
70,2025-11-07 11:31:56.530707,192.168.101.6,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,Mozilla/5.0,
71,2025-11-21 02:53:56.530713,192.168.63.245,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,Mozilla/5.0,
72,2025-12-09 12:05:56.530719,192.168.120.181,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,curl/7.88,
73,2025-12-05 19:20:56.530725,192.168.209.147,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
74,2025-12-08 18:37:56.530730,192.168.221.214,192.168.1.20,GET,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,SQLmap/1.5,
75,2025-12-03 02:38:56.530756,192.168.170.141,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,curl/7.88,
76,2025-11-09 14:01:56.530767,192.168.143.26,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,SQLmap/1.5,
77,2025-11-16 20:35:56.530773,192.168.117.166,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,curl/7.88,
78,2025-12-05 03:37:56.530779,192.168.180.239,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
79,2025-11-30 03:19:56.530785,192.168.161.88,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,curl/7.88,
80,2025-12-05 14:46:56.530790,192.168.251.200,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,curl/7.88,
81,2025-11-29 21:32:56.530795,192.168.221.86,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
82,2025-12-10 15:55:56.530804,192.168.27.232,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,Mozilla/5.0,
83,2025-11-22 05:28:56.530814,192.168.13.173,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,Mozilla/5.0,
84,2025-11-24 09:17:56.530824,192.168.197.131,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,SQLmap/1.5,
85,2025-11-08 21:51:56.530833,192.168.40.243,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,curl/7.88,
86,2025-11-30 07:58:56.530838,192.168.149.47,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,Mozilla/5.0,
87,2025-11-21 11:42:56.530844,192.168.21.4,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,Mozilla/5.0,
88,2025-11-20 11:55:56.530849,192.168.69.174,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,curl/7.88,
89,2025-11-07 13:43:56.530855,192.168.84.228,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,False,curl/7.88,
90,2025-12-01 06:59:56.530860,192.168.97.28,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,curl/7.88,
91,2025-11-15 10:30:56.530865,192.168.90.85,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,False,curl/7.88,
92,2025-12-10 17:38:56.530872,192.168.253.172,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,False,curl/7.88,
93,2025-11-13 06:22:56.530878,192.168.77.138,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,curl/7.88,
94,2025-12-02 12:00:56.530885,192.168.99.29,192.168.1.20,GET,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,SQLmap/1.5,
95,2025-11-07 17:28:56.530891,192.168.146.97,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,True,curl/7.88,
96,2025-11-21 11:30:56.530896,192.168.159.187,192.168.1.20,POST,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",True,Mozilla/5.0,
97,2025-11-11 06:01:56.530901,192.168.178.120,192.168.1.20,POST,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,Mozilla/5.0,
98,2025-11-13 00:41:56.530908,192.168.6.57,192.168.1.20,GET,http://victim.com/scan?input=admin' #,SQL_INJECTION,admin' #,True,Mozilla/5.0,
99,2025-11-12 00:19:56.530913,192.168.63.194,192.168.1.20,GET,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
100,2025-11-12 13:59:56.530919,192.168.116.44,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,SQLmap/1.5,
101,2025-12-02 21:11:56.530924,192.168.53.120,192.168.1.20,POST,http://victim.com/scan?input=' OR 1=1 --,SQL_INJECTION,' OR 1=1 --,False,Mozilla/5.0,
102,2025-12-09 05:53:56.530931,192.168.143.5,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,False,Mozilla/5.0,
103,2025-12-06 05:07:56.530936,192.168.16.134,192.168.1.20,GET,"http://victim.com/scan?input=1 UNION SELECT username, password FROM users --",SQL_INJECTION,"1 UNION SELECT username, password FROM users --",False,SQLmap/1.5,
104,2025-12-04 03:54:56.530941,192.168.153.220,192.168.1.20,POST,http://victim.com/scan?input='; DROP TABLE users; --,SQL_INJECTION,'; DROP TABLE users; --,True,curl/7.88,
105,2025-12-01 19:25:56.530949,192.168.188.214,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,SQLmap/1.5,
106,2025-11-24 18:53:56.530954,192.168.201.142,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,SQLmap/1.5,
107,2025-11-18 11:39:56.530959,192.168.244.234,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,SQLmap/1.5,
108,2025-12-03 15:19:56.530964,192.168.76.19,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,Mozilla/5.0,
109,2025-11-17 07:50:56.530971,192.168.77.88,192.168.1.20,POST,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,True,SQLmap/1.5,
110,2025-12-10 23:19:56.530978,192.168.8.155,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,SQLmap/1.5,
111,2025-12-09 22:14:56.530984,192.168.7.110,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,SQLmap/1.5,
112,2025-11-14 23:20:56.530990,192.168.206.40,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,curl/7.88,
113,2025-12-03 09:11:56.530996,192.168.252.146,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,curl/7.88,
114,2025-11-20 11:39:56.531001,192.168.162.228,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,Mozilla/5.0,
115,2025-12-02 08:55:56.531006,192.168.231.60,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,curl/7.88,
116,2025-12-04 12:34:56.531012,192.168.211.131,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,SQLmap/1.5,
117,2025-12-03 07:14:56.531017,192.168.14.245,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,Mozilla/5.0,
118,2025-11-08 18:52:56.531023,192.168.233.82,192.168.1.20,POST,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,curl/7.88,
119,2025-12-03 11:32:56.531028,192.168.197.30,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,Mozilla/5.0,
120,2025-11-20 22:54:56.531033,192.168.121.193,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,curl/7.88,
121,2025-11-21 15:56:56.531039,192.168.157.37,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,SQLmap/1.5,
122,2025-11-16 20:08:56.531045,192.168.54.236,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,curl/7.88,
123,2025-11-30 13:43:56.531050,192.168.236.236,192.168.1.20,POST,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,True,curl/7.88,
124,2025-11-28 14:58:56.531055,192.168.119.109,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,Mozilla/5.0,
125,2025-12-09 01:49:56.531061,192.168.20.175,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,curl/7.88,
126,2025-12-07 19:44:56.531066,192.168.203.205,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,SQLmap/1.5,
127,2025-11-15 01:52:56.531071,192.168.162.240,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,Mozilla/5.0,
128,2025-12-08 05:29:56.531077,192.168.244.74,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,Mozilla/5.0,
129,2025-12-05 19:38:56.531082,192.168.227.2,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,True,SQLmap/1.5,
130,2025-11-12 12:47:56.531091,192.168.241.239,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,SQLmap/1.5,
131,2025-11-09 04:27:56.531096,192.168.234.200,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,SQLmap/1.5,
132,2025-11-15 14:47:56.531102,192.168.130.126,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,curl/7.88,
133,2025-11-11 17:12:56.531108,192.168.94.125,192.168.1.20,POST,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",False,SQLmap/1.5,
134,2025-12-11 08:27:56.531113,192.168.70.235,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,curl/7.88,
135,2025-12-10 04:49:56.531118,192.168.12.134,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,curl/7.88,
136,2025-11-18 12:44:56.531124,192.168.42.92,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,Mozilla/5.0,
137,2025-12-01 09:48:56.531129,192.168.252.36,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,Mozilla/5.0,
138,2025-11-25 02:29:56.531135,192.168.210.78,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,Mozilla/5.0,
139,2025-12-01 18:41:56.531140,192.168.246.17,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,True,curl/7.88,
140,2025-11-19 03:52:56.531146,192.168.77.69,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,curl/7.88,
141,2025-11-16 06:13:56.531151,192.168.221.137,192.168.1.20,GET,"http://victim.com/scan?input=""><img src=x onerror=alert(1)>",XSS,"""><img src=x onerror=alert(1)>",True,Mozilla/5.0,
142,2025-12-02 06:40:56.531158,192.168.26.26,192.168.1.20,GET,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,False,SQLmap/1.5,
143,2025-12-09 01:15:56.531163,192.168.60.217,192.168.1.20,POST,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,Mozilla/5.0,
144,2025-11-16 10:24:56.531169,192.168.214.67,192.168.1.20,POST,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,True,curl/7.88,
145,2025-11-21 07:34:56.531174,192.168.189.25,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,SQLmap/1.5,
146,2025-12-08 04:23:56.531179,192.168.6.1,192.168.1.20,GET,http://victim.com/scan?input=<svg/onload=alert('XSS')>,XSS,<svg/onload=alert('XSS')>,False,curl/7.88,
147,2025-12-03 18:59:56.531186,192.168.118.238,192.168.1.20,POST,http://victim.com/scan?input=<script>alert(1)</script>,XSS,<script>alert(1)</script>,True,Mozilla/5.0,
